"Statistic Label","CensusYear","Sex","Means of Travel","At Work, Childcare, School or College","UNIT","VALUE"
"Persons Usually Resident and Present in the State","2022","Both sexes","All means of travel","Students at school or college aged between 13 and 18 years","Number","388373"
"Persons Usually Resident and Present in the State","2022","Both sexes","All means of travel","Students at school or college aged 19 years and over","Number","201200"
"Persons Usually Resident and Present in the State","2022","Male","On foot","All persons","Number","215416"
"Persons Usually Resident and Present in the State","2022","Male","On foot","Population aged 15 years and over at work","Number","79279"
"Persons Usually Resident and Present in the State","2022","Male","On foot","Children at school or childcare aged between 0 and 4 years","Number","13922"
"Persons Usually Resident and Present in the State","2022","Male","On foot","Children at school aged between 5 and 12 years","Number","66677"
"Persons Usually Resident and Present in the State","2022","Male","On foot","Students at school or college aged between 13 and 18 years","Number","38487"
"Persons Usually Resident and Present in the State","2022","Male","On foot","Students at school or college aged 19 years and over","Number","17051"
"Persons Usually Resident and Present in the State","2022","Male","Bicycle","All persons","Number","71212"
"Persons Usually Resident and Present in the State","2022","Male","Bicycle","Population aged 15 years and over at work","Number","43833"
"Persons Usually Resident and Present in the State","2022","Male","Bicycle","Children at school or childcare aged between 0 and 4 years","Number","1180"
"Persons Usually Resident and Present in the State","2022","Male","Bicycle","Children at school aged between 5 and 12 years","Number","9202"
"Persons Usually Resident and Present in the State","2022","Male","Bicycle","Students at school or college aged between 13 and 18 years","Number","11596"
"Persons Usually Resident and Present in the State","2022","Male","Bicycle","Students at school or college aged 19 years and over","Number","5401"
"Persons Usually Resident and Present in the State","2022","Male","Bus, minibus or coach","All persons","Number","156478"
"Persons Usually Resident and Present in the State","2022","Male","Bus, minibus or coach","Population aged 15 years and over at work","Number","54370"
"Persons Usually Resident and Present in the State","2022","Male","Bus, minibus or coach","Children at school or childcare aged between 0 and 4 years","Number","1248"
"Persons Usually Resident and Present in the State","2022","Male","Bus, minibus or coach","Children at school aged between 5 and 12 years","Number","27354"
"Persons Usually Resident and Present in the State","2022","Male","Bus, minibus or coach","Students at school or college aged between 13 and 18 years","Number","51137"
"Persons Usually Resident and Present in the State","2022","Male","Bus, minibus or coach","Students at school or college aged 19 years and over","Number","22369"
"Persons Usually Resident and Present in the State","2022","Male","Train, DART or LUAS","All persons","Number","42809"
"Persons Usually Resident and Present in the State","2022","Male","Train, DART or LUAS","Population aged 15 years and over at work","Number","31301"
"Persons Usually Resident and Present in the State","2022","Male","Train, DART or LUAS","Children at school or childcare aged between 0 and 4 years","Number","141"
"Persons Usually Resident and Present in the State","2022","Male","Train, DART or LUAS","Children at school aged between 5 and 12 years","Number","507"
"Persons Usually Resident and Present in the State","2022","Male","Train, DART or LUAS","Students at school or college aged between 13 and 18 years","Number","3473"
"Persons Usually Resident and Present in the State","2022","Male","Train, DART or LUAS","Students at school or college aged 19 years and over","Number","7387"
"Persons Usually Resident and Present in the State","2022","Male","Motorcycle or scooter","All persons","Number","7658"
"Persons Usually Resident and Present in the State","2022","Male","Motorcycle or scooter","Population aged 15 years and over at work","Number","7153"
"Persons Usually Resident and Present in the State","2022","Male","Motorcycle or scooter","Children at school or childcare aged between 0 and 4 years","Number","0"
"Persons Usually Resident and Present in the State","2022","Male","Motorcycle or scooter","Children at school aged between 5 and 12 years","Number","0"
"Persons Usually Resident and Present in the State","2022","Male","Motorcycle or scooter","Students at school or college aged between 13 and 18 years","Number","155"
"Persons Usually Resident and Present in the State","2022","Male","Motorcycle or scooter","Students at school or college aged 19 years and over","Number","350"
"Persons Usually Resident and Present in the State","2022","Male","Motor car: Driver","All persons","Number","611850"
"Persons Usually Resident and Present in the State","2022","Male","Motor car: Driver","Population aged 15 years and over at work","Number","585878"
"Persons Usually Resident and Present in the State","2022","Male","Motor car: Driver","Children at school or childcare aged between 0 and 4 years","Number","0"
"Persons Usually Resident and Present in the State","2022","Male","Motor car: Driver","Children at school aged between 5 and 12 years","Number","0"
